lead_time_days,temp_forecast,precip_forecast,mslp,pressure_tendency_24h,rh_850,wind_shear_850_200,cape_j_kg,ensemble_spread,instability_index,lead_decay_factor,baroclinic_gradient,actual_precip,actual_temp,rain_error,temp_error,bust_occurred
1.0,36.27111017200237,0.5241142266977858,1003.0609301751267,-2.7080399933983714,73.0601651252857,11.183043802420018,242.19209788658256,2.1162713274616207,0.3538918932726616,1.0,3.0284129864879206,2.041316688464941,36.0825231028052,1.5172024617671553,-0.18858706919717605,0
10.0,29.084781933450188,0.0,1008.0524923976138,5.315030438922731,67.62900526936204,9.300885827613417,163.8428668579061,0.4803105706703593,0.22161060212161432,3.1622776601683795,4.943449128271035,3.4738996033892,36.14314750746742,3.4738996033892,7.05836557401723,1
8.0,27.834868335180072,12.639568609711958,1012.182265096623,-1.4371641103338195,59.51628048573476,13.300724628984376,1439.3840667340698,1.2003186451335912,1.7133357168488492,2.8284271247461903,1.9115324078209455,12.340176977145711,32.00150207073517,-0.29939163256624646,4.166633735555099,0
2.0,28.284964258443164,0.0,1012.6339348442298,-2.7779192035754994,43.24672699721336,11.778344544813933,35.98852156736353,0.47412973139033077,0.03112771534514191,1.4142135623730951,3.2719289497367345,0.0,27.422875057865326,0.0,-0.862089200577838,0
2.0,37.398392173122396,9.961846274661728,1004.6367813010897,-1.0314028885334756,39.148185340476076,5.2687115187575255,2074.4887080756876,2.472784953550816,1.6242493686094357,1.4142135623730951,0.5434164279296106,9.440266944716226,37.545486162575436,-0.5215793299455012,0.1470939894530403,0
2.0,24.13038377707893,1.1558316921620282,1008.7345509287006,-3.2487340052398173,98.0,16.338989449518547,1045.114163858352,2.5464098887979962,2.0484237611623697,1.4142135623730951,5.308103063590551,0.980894936871854,24.10032591736563,-0.17493675529017416,-0.030057859713298996,0
3.0,37.550803891110675,4.605043831268247,999.8017193253272,0.9732167103453682,40.650772068020046,7.275940883407743,169.59224503472572,2.361829289817224,0.1378811139482088,1.7320508075688772,0.7081067251217456,0.308833139049681,37.66674624802511,-4.296210692218566,0.115942356914438,0
5.0,30.368225942989774,28.59305618874197,1012.4172255665321,-2.195871468923835,95.56337934832476,16.48620002119927,387.84728799670364,1.1578293837432752,0.7412799502409592,2.23606797749979,3.6201576257523,29.796396291818304,28.054843626725905,1.2033401030763358,-2.313382316263869,0
4.0,27.95727401716024,0.0,1002.6918018380121,-1.304955675733642,49.794335342912795,6.4943098078818124,2695.855473081217,5.450759204118256,2.6847666292526586,2.0,0.847478644376803,0.0,32.51107874785752,0.0,4.553804730697276,1
3.0,45.25585323657283,4.324116025911792,1011.3189044776435,2.209780812661894,79.2205862157258,7.590255672050269,868.0932597244116,2.0262241530872718,1.375417138505764,1.7320508075688772,1.6772801347294795,6.062818398831384,45.21174077487335,1.738702372919592,-0.04411246169948413,0
6.0,22.138343316309125,19.124598202549556,1000.6788248243541,1.246340988493336,73.37779562145403,10.439174380473746,844.493240997388,2.6299418526554947,1.2393410488321133,2.449489742783178,1.3010770916413958,9.069860605254883,21.384306243919966,-10.054737597294674,-0.7540370723891598,0
1.0,26.70104256281446,6.640033131565239,1012.6727874853871,-0.4563631968049558,76.9775366053355,10.914704871047366,952.7718567875869,1.8443942464406597,1.466840609647999,1.0,0.4981069607133799,6.782631199672603,26.601302364633312,0.14259806810736375,-0.09974019818114854,0
3.0,20.989196945434,0.0,1008.7700935451253,-0.021554119508450265,78.17625690032342,10.211295315643415,559.1420574354847,1.0669263533704494,0.874232662517037,1.7320508075688772,0.022009547956945655,0.0,20.823692977916345,0.0,-0.16550396751765462,0
3.0,35.1910028084851,2.0836195767588173,1002.7025326741068,-0.4656847942316837,35.99181879792481,6.320030005903594,164.77735022145075,2.175569411967552,0.118612730623453,1.7320508075688772,0.29431418728372816,3.289149824756146,35.6707746792645,1.2055302479973289,0.47977187077939476,0
4.0,39.97972806873591,9.683176612165463,1010.8024600959429,-1.7072341859686204,52.82577213546482,34.55466147346522,147.2110614432292,1.6916078166662827,0.15553075975239875,2.0,5.899289935207264,10.66028998302313,41.01941916488871,0.9771133708576674,1.0396910961528008,0
7.0,39.85449807913015,22.576197726696428,1003.7530106950707,-0.5070746503738044,40.375136734081146,7.152568634029979,1046.2905497919046,5.320305728636226,0.8448824802285018,2.6457513110645907,0.3626886239375391,23.766019433200167,30.28060416607377,1.1898217065037393,-9.573893913056384,1
2.0,36.95566689544903,0.0,1011.1225527059482,0.8743565513802423,68.40741909525676,5.40699911931344,1938.2934066716762,0.7540167852566385,2.651872987995246,1.4142135623730951,0.4727645103278907,0.0,36.544960750763146,0.0,-0.4107061446858822,0
5.0,27.715466959326225,0.0,1005.4923868854061,-0.8532539611407508,41.17980202176393,5.0806899750113805,321.27863037638406,1.2978421948471153,0.26460380785445936,2.23606797749979,0.4335118846506563,4.416543864673557,27.95462454423745,4.416543864673557,0.23915758491122574,0
5.0,26.625933646315996,0.7174270675574022,997.5342408090369,0.6753493646447668,29.341150812682017,6.4799398357423,629.9798351118397,0.551674594650492,0.36968666701930075,2.23606797749979,0.4376223251004877,3.0081953114407796,28.575744031577408,2.2907682438833774,1.9498103852614115,0
1.0,18.137396478788578,0.0,1001.5967106773548,-2.8426725795845322,60.725407942215654,4.288399798311545,4372.645583564165,3.7463051309209234,5.310613736973231,1.0,1.2190516516956067,0.5783478435107524,14.396809976207166,0.5783478435107524,-3.7405865025814116,0
6.0,42.23317797868165,0.0,1004.6327191022199,-2.1909022232079733,25.236577055225972,14.212101216113876,267.5485900457712,2.871761282426532,0.1350402121741434,2.449489742783178,3.113732415084063,0.0,42.52865106190986,0.0,0.29547308322820953,0
2.0,32.04835750796504,0.0,1014.5250396306171,-2.5560974091671307,69.65728750497722,7.4274028749254315,445.1823772874811,1.5826886083709204,0.6202039369372662,1.4142135623730951,1.8985165245437394,0.0,31.417353791268354,0.0,-0.6310037166966822,0
1.0,25.80228011834836,0.0,1011.9562899679107,-2.082367841018738,42.36266857920066,13.28380637749887,406.62431185778524,1.1672670407288512,0.3445138191895378,1.0,2.7661771206823262,0.0,25.403696022655208,0.0,-0.39858409569315256,0
9.0,37.63236977841529,0.0,1015.9312377677718,3.104106930777055,49.8695645345559,7.058505212273091,29.815719802929042,3.250798656903573,0.029737939257128126,3.0,2.1910354950342867,0.0,39.06268178789279,0.0,1.430312009477504,0
10.0,22.677030641059993,28.60886966645665,1016.0949936881642,1.5329086207090086,23.952512483161392,13.898270823515817,641.1281454429017,2.8264521494547794,0.3071325981405443,3.1622776601683795,2.1304779158315887,18.991806483413935,23.80356850085696,-9.617063183042713,1.1265378597969686,0
8.0,31.643043222447382,0.0,1004.05887057475,-3.5153847323161673,94.70183984855383,24.319884416637144,210.64515387673106,6.346830285886033,0.3989696725461632,2.8284271247461903,8.54937503699401,14.45555954664642,24.7496278659002,14.45555954664642,-6.89341535654718,1
3.0,27.877910627109575,0.0,1005.9633222713264,0.7249952299436739,38.66753203439458,4.922777895107418,123.88626695949021,2.78950251792997,0.09580752392555293,1.7320508075688772,0.3568990492025038,0.0,26.16386721075888,0.0,-1.7140434163506946,0
1.0,33.151401409221954,0.0,1004.7379604161821,-1.593630475415996,58.44797777813789,20.334018371512126,1115.3788798335456,0.720480116917317,1.3038327996543082,1.0,3.240491136451047,0.0,33.413869830264915,0.0,0.26246842104296064,0
6.0,28.58677199529021,28.439416055061663,1003.3066916708441,-2.4106768393203835,32.74870533569757,20.07188028283486,1306.2698485970482,1.8933633275495074,0.8555729272122201,2.449489742783178,4.838681691944147,27.719030489780916,26.66132265292964,-0.7203855652807469,-1.9254493423605687,0
4.0,19.568968707777042,12.912993870263847,996.8717790986494,-4.660070504023019,49.9579794491461,16.10828612121396,1977.523553442391,0.6827235036835131,1.9758616208615467,2.0,7.506574902383255,8.392790780350474,18.453833902176502,-4.520203089913373,-1.1151348056005403,0
1.0,29.491246422355246,14.71060984836518,1006.9188875509074,2.221372342696684,96.53279205843579,6.668858793141663,2448.097653648247,2.1043392257842317,4.726434034767417,1.0,1.4814018480434477,0.0,29.361128146011627,-14.71060984836518,-0.1301182763436195,0
4.0,35.817616922189856,0.0,999.9293892345889,-4.318816819067988,70.35458123477626,3.278805606978536,1829.7554355448528,2.1511448990070745,2.5746335485962755,2.0,1.4160560801873323,0.0,35.97960154859847,0.0,0.16198462640861067,0
1.0,28.810093361949097,17.71736144339984,1006.8120546515612,-0.6454968984276485,51.974642066409565,5.60454551604467,117.60502533769234,0.4029690050715071,0.12224958194275172,1.0,0.3617716747703419,17.144683440486418,28.92603575619618,-0.572678002913424,0.11594239424708164,0
9.0,34.03824829032906,2.2948981881893866,1018.6367394525964,-3.1496714880296324,64.38487736620166,21.660230974568556,227.81210985840886,1.9659152070004375,0.2933530951153863,3.0,6.822261192473487,0.0,32.98167612452389,-2.2948981881893866,-1.0565721658051714,0
2.0,22.204058343118653,0.0,1004.1986019701811,1.6723630517957888,54.909936979640996,19.38982016351965,117.5851528765653,0.5972489787548866,0.12913186668387305,1.4142135623730951,3.2426818822435246,0.0,21.718833022216906,0.0,-0.48522532090174764,0
6.0,28.829304843745962,6.289190860803304,1008.0712570309544,-1.4361851136790613,63.33642956310344,9.080016208426553,392.59802314797196,2.5572005906114867,0.4973151407945035,2.449489742783178,1.304058411050681,2.521766767649197,33.51492748281155,-3.7674240931541068,4.685622639065588,1
3.0,24.940682041924248,16.723997813128708,1011.986566121951,-0.8764954354569652,78.3896369425933,13.928752935957641,119.22408625976301,0.5855466014858188,0.18691865673430497,1.7320508075688772,1.2208488369974675,10.874568888577343,24.54745959782157,-5.849428924551365,-0.39322244410267615,0
5.0,33.85537546068061,14.096238053976453,1008.5416021058124,-0.7820559362040918,59.04023618167329,17.47791770790606,953.3069497766794,2.0965753966886282,1.1256693493689143,2.23606797749979,1.3668709295954546,18.924420916266655,33.87245552416475,4.828182862290202,0.017080063484137042,0
5.0,29.20469515470297,22.487024333906252,1008.6086630336827,0.34719693782019356,68.95984653065189,11.997806296967877,1135.1732031278066,1.6792711937311366,1.5656273974680412,2.23606797749979,0.41656016068670826,15.437018217582146,26.81190924748956,-7.050006116324106,-2.392785907213412,0
2.0,33.485478896187985,27.59512117049836,1005.0067866147156,-0.4635866608467336,69.25691895766859,4.338485148658263,156.4828246425508,0.7963880586512375,0.21675036609072412,1.4142135623730951,0.20112638431996288,28.6437335666297,33.75352011195359,1.0486123961313396,0.26804121576560647,0
10.0,36.07011777002613,0.0,1005.7246711371632,-0.6211649290911258,59.12937834864062,9.541527986393678,874.566136802034,4.946981054390428,1.0342510398775293,3.1622776601683795,0.5926862555089222,0.0,47.7831577209051,0.0,11.713039950878972,1
7.0,33.495520738289024,2.616811246434141,1001.719942127967,-1.951525530713378,51.753332185939,7.117424754307226,20.93200579836693,2.2290998530043207,0.021666020988017703,2.6457513110645907,1.3889836120961945,15.64145475265614,31.33564309591492,13.024643506221999,-2.159877642374102,0
9.0,30.775269822908687,0.0,1011.6532475488917,-4.90924224535786,55.54669958111971,8.54878156105847,512.834041060596,0.5651930896503639,0.5697247682752906,3.0,4.196803958588456,0.7096233307811586,24.287415912687656,0.7096233307811586,-6.48785391022103,1
8.0,22.511620319675867,21.375519368983454,997.4217958886225,-3.631942686717195,77.58533452763139,12.286056004001889,302.35234524433815,1.9168908381403882,0.4691621570199175,2.8284271247461903,4.462225125233254,5.188199969415184,21.363562695176302,-16.18731939956827,-1.1480576244995646,0
5.0,28.98189028066514,0.0,1012.3409858611021,1.5117432683058074,79.08350068955811,10.775978487441964,4500.0,6.61939951671403,7.11751506206023,2.23606797749979,1.6290512937798585,0.0,25.814826326112865,0.0,-3.167063954552276,0
9.0,25.534912386897084,19.72043731457328,999.2796588839012,-1.3562944973136335,44.51970203716752,3.4393886426129736,2305.0409452433673,1.2389504737221455,2.0523947213141134,3.0,0.46648238900989836,12.356529027220091,23.27650323526301,-7.3639082873531905,-2.2584091516340727,0
1.0,26.763584281422528,0.7947624758111438,1012.2943400074216,-2.3592273776229433,60.302191981015845,24.539346703402714,143.69296872632398,0.6840508115998644,0.17330001972913786,1.0,5.789389857164901,0.28957843401594197,27.223386922860488,-0.5051840417952018,0.45980264143796035,0
2.0,26.56552802012337,1.5089274047706267,1005.054003605833,-4.436038804370526,51.44740635615797,6.108522124478837,2244.052841341029,2.18661268963312,2.3090139682632556,1.4142135623730951,2.7097641181544003,0.37900932580358915,26.30605262310643,-1.1299180789670376,-0.25947539701693856,0
1.0,22.63048376391541,0.0,1000.224722215268,-5.315011992252986,79.39914373489054,6.356498746586578,488.3785756922609,0.9310739136272498,0.7755368145686189,1.0,3.378486706684873,0.3612200389563794,22.299226874473533,0.3612200389563794,-0.33125688944187814,0
3.0,16.277299170629064,0.7499583343238907,1010.186142547938,-2.468979264358955,56.518345283961786,3.75124944624689,773.5964364382877,1.032116978618082,0.8744478101012308,1.7320508075688772,0.9261757098221586,0.0,15.869310663707502,-0.7499583343238907,-0.4079885069215621,0
3.0,24.657070185869514,22.310106308548903,1012.1082214429167,1.9865479913267197,98.0,15.671459705489031,686.757824202256,1.599198169849059,1.3460453354364217,1.7320508075688772,3.113210679909686,22.85363809991626,23.16031788032751,0.5435317913673572,-1.4967523055420031,0
3.0,30.256966437507035,0.0,1004.5905674354306,-2.0597965421424913,68.92215301814696,4.139700057206061,1165.6788233880543,2.210581414749105,1.6068218847112998,1.7320508075688772,0.8526939863340117,0.0,29.68162195909395,0.0,-0.5753444784130863,0
8.0,20.236849204721313,2.2571289568095505,1010.9633580177341,0.6213594706760532,86.27593617601799,10.181685557004496,367.11294169804944,1.345456167145088,0.6334602545466226,2.8284271247461903,0.632648674829033,1.1487977968029355,21.38605093327074,-1.108331160006615,1.1492017285494285,0
3.0,29.10193453706556,0.0,994.4320352793186,-2.1885675223142815,46.73700511753941,18.060446686912396,65.00650134088248,1.0037601307152735,0.06076418371684314,1.7320508075688772,3.952650705746504,4.506442561775269,28.730013298298136,4.506442561775269,-0.371921238767424,0
3.0,41.35174475802127,1.5620274680765718,999.7367204063937,1.288826748880777,65.21099868354558,35.0,486.57963571817675,0.8289532062945801,0.6346068796851623,1.7320508075688772,4.51089362108272,0.0,42.23262902696103,-1.5620274680765718,0.8808842689397594,0
5.0,35.649867609139555,0.0,1014.108249117578,-1.4849022450642733,76.09111577066403,14.09977082583653,707.7345731418637,3.4167946323820155,1.0770462667967808,2.23606797749979,2.0936781354176404,7.076454019435788,42.28860511194172,7.076454019435788,6.638737502802165,1
2.0,39.68301980928344,0.0,1005.7698189919115,-3.94927588754139,46.400595647207595,11.929109741141128,728.5388961864587,0.4393964298822246,0.6760927747042165,1.4142135623730951,4.711134546052377,0.0,38.992702061546254,0.0,-0.6903177477371827,0
8.0,31.54233120006272,21.205371413928326,996.7578267045313,-1.253068590118442,65.36616881259039,31.25251968422205,1415.7851028027162,1.8067406364461966,1.8508889606430596,2.8284271247461903,3.916155077835698,11.858468035199664,31.986766084360426,-9.346903378728662,0.4444348842977064,0
1.0,36.5888138494119,2.873459622782825,1003.1562360075691,4.63520117118514,83.93346257960965,7.690852664370814,40.71027421464097,0.5495641992124157,0.06833908554800432,1.0,3.564864927730395,1.762008384023699,36.56187737906887,-1.1114512387591258,-0.02693647034303126,0
10.0,24.294229251959383,0.0,1001.921297401112,4.511676083542392,59.10589985737726,21.422589609295706,3987.6688877682045,3.5538761956188782,4.713895158896129,3.1622776601683795,9.66517851878032,38.776596643094344,19.087517629832526,38.776596643094344,-5.206711622126857,1
7.0,24.8117882643571,6.679828491232641,1006.0872104768989,0.8622932477822209,49.66845491769275,8.930964336847442,4196.996465990683,3.172728302229549,4.16916659521548,2.6457513110645907,0.770111024384737,1.560049347843889,21.614153521196894,-5.119779143388752,-3.197634743160208,0
2.0,11.195588660106427,0.0,1004.9608695890579,-0.883764683158367,97.45327019850532,35.0,93.84182282863765,0.3205528208836221,0.18290385032078982,1.4142135623730951,3.0931763910542847,0.0,11.319507923106862,0.0,0.12391926300043465,0
1.0,36.709945581274944,0.0,1007.9841245091599,0.35092504586623363,43.90858457036663,26.074010190893766,379.459030420799,1.2803144030118452,0.33323017856441955,1.0,0.9150023222156038,0.0,36.962084870471855,0.0,0.2521392891969114,0
8.0,39.01210586882926,5.4824529716121955,1006.6179367161309,0.3871865484532109,67.80603131086858,6.304137249285209,803.120536899802,1.9632100603692186,1.089128325428591,2.8284271247461903,0.2440877142526059,5.583068106352189,35.06044583899878,0.10061513473999373,-3.951660029830478,0
7.0,25.404347905242744,0.0,1014.4785659027036,-0.6116829066278843,52.25102590993748,18.33154733136933,420.5956841272227,3.121972678029996,0.43953111977878795,2.6457513110645907,1.1213094154638625,0.0,20.607389429581247,0.0,-4.796958475661498,1
7.0,27.349313908417972,9.640546050534315,1009.3350172984582,0.7346432557833276,48.13698370056406,8.866406306309804,601.8281017644375,2.1330841650138477,0.5794037905035228,2.6457513110645907,0.6513645595965262,0.0,23.471785473220898,-9.640546050534315,-3.8775284351970747,0
7.0,24.09989626100875,4.115275507265226,1009.5171938615647,0.0830352140299776,78.34982748865866,14.85952513455365,354.9769902491295,1.003974491877254,0.5562477189692514,2.6457513110645907,0.12338638499314941,21.056704812054868,24.027817806790754,16.941429304789644,-0.07207845421799774,0
1.0,31.487248084603696,13.740340564366814,1013.4083641814199,-1.384722679020078,61.300353590074316,14.518130577532197,1120.732051747762,0.8458633816176746,1.3740254210373455,1.0,2.01035846676837,14.728073993484966,31.195386522867633,0.9877334291181512,-0.2918615617360629,0
3.0,36.312061544471064,31.5347031500827,1004.8617718726373,-3.8467190382742,72.30595637755457,2.0,407.325447032313,1.001117657681632,0.5890411200917267,1.7320508075688772,0.76934380765484,32.86742538968572,36.57323879553527,1.3327222396030223,0.2611772510642041,0
1.0,17.671982169773234,0.0,1000.0596740615283,-1.788165878216464,24.407377019746498,18.52978612247558,505.72770485787686,2.1650010529853114,0.2468697352359457,1.0,3.31343312748598,0.25403800711333163,17.736723278352024,0.25403800711333163,0.06474110857879012,0
8.0,31.66135044917464,0.8895754493449806,1013.6383367854773,1.7386527774060712,74.05615607531709,3.2394415454024554,772.0238192032947,0.6124218589189276,1.1434623289756314,2.8284271247461903,0.5632264040158594,4.127981036564185,32.76615130667978,3.238405587219204,1.1048008575051398,0
6.0,27.201633483825553,0.6199946932178779,1007.7471296145947,-0.5880942285870208,52.029273587306,16.292745621269,3132.2534288948204,1.780064242173521,3.259377411934919,2.449489742783178,0.9581669667704752,0.0,32.48141904507663,-0.6199946932178779,5.2797855612510745,1
3.0,29.73706354778348,0.0,1007.7664316434441,0.3408032964450144,31.180664879151166,15.800182023951471,924.0086376096035,1.2414625591320374,0.5762240734949217,1.7320508075688772,0.5384754118193921,0.0,28.244556299215674,0.0,-1.492507248567808,0
1.0,31.98346101088289,15.947935286871314,1003.5166854315837,-1.2924434775723546,98.0,14.64901310991846,91.75086778238185,1.2097443277130355,0.1798317008534684,1.0,1.8933021446786027,17.39484109570737,31.673507579567836,1.446905808836057,-0.30995343131505493,0
3.0,27.776684147976663,13.119333001679049,1003.6072956679303,-3.466873014029749,75.81824347690329,11.839604975159926,345.6423469220929,2.1285920526790187,0.5241199122973502,1.7320508075688772,4.10464069851543,15.619752544770815,28.799544688643735,2.500419543091766,1.0228605406670717,0
3.0,28.326685452862424,3.9496809141725366,1011.6569728632396,-1.168163201641104,69.09099342823276,16.239461031200406,489.8116183087698,1.4032694097167524,0.6768314260328654,1.7320508075688772,1.8970340791133011,0.0,28.752782212316284,-3.9496809141725366,0.42609675945385916,0
7.0,27.609811410894846,5.260332307800384,1012.4156068897569,-3.3628765220981838,87.48953929531758,13.900044965668588,1212.968169652558,2.3173338402871084,2.1224405268557383,2.6457513110645907,4.6744134871155945,0.0,30.49178158969298,-5.260332307800384,2.8819701787981344,0
6.0,35.30705531162383,0.0,1011.3110287316066,-3.5416096860899438,69.45624706499365,4.861565879166983,532.9550346998283,0.6830410036110206,0.7403411312928707,2.449489742783178,1.7217768807222162,4.972275843989741,31.144566484992616,4.972275843989741,-4.162488826631211,0
8.0,31.721939740828727,5.729861177998943,1011.3612888299501,2.8757825048343464,50.62494781741509,7.437574920010082,968.560630783077,3.083390017584095,0.9806666278279184,2.8284271247461903,2.1388847833359708,11.261795208396343,27.632786503126894,5.5319340303974,-4.089153237701833,0
4.0,30.433792995292844,14.804677397729812,1010.1296624549286,-1.676240813815806,61.85058301131721,7.652624178056407,1646.485799521067,1.6177440585047351,2.0367221324046554,2.0,1.2827640980051787,17.918527222784885,31.588337810111362,3.1138498250550732,1.154544814818518,0
1.0,20.738813812900162,6.234935093111794,1007.7233750154298,-2.5761572312880943,52.789408162543054,5.442875773224397,99.17253408881284,1.2255738127333073,0.1047051876105611,1.0,1.4021703782194808,4.8860459933784455,20.70847547413473,-1.3488890997333485,-0.030338338765432127,0
7.0,26.539231669114496,0.0,1006.0354117362346,4.030287116266535,55.99364792915523,19.591130784957258,1306.1896885998267,5.690893177936619,1.4627665110430321,2.6457513110645907,7.895788199570592,4.019623938305522,36.77740973263621,4.019623938305522,10.238178063521712,1
7.0,34.84134954220463,9.215127312545018,1013.6567811746786,1.7819580991318764,42.361334014533654,9.486119290850233,1231.8912356788067,2.4334059609119936,1.0436911220833305,2.6457513110645907,1.6903867099661705,23.2201325611518,33.79444982217097,14.005005248606782,-1.0468997200336645,0
5.0,29.245027725305498,1.3833857962897653,1004.9445352123026,-1.5402258314051467,47.53962963559425,8.077642880709028,1541.881630013709,3.8491385655177903,1.4660096326555618,2.23606797749979,1.2441394221733928,0.0,21.58193141336082,-1.3833857962897653,-7.6630963119446776,1
7.0,33.2869545523294,5.446152832744556,1009.0348856763441,0.6973817115466312,81.10253958803615,11.493992397956323,2812.5697154318636,2.9580554292469903,4.562130933798486,2.6457513110645907,0.8015700090990748,68.84153623928593,39.03822665152295,63.39538340654137,5.7512720991935495,1
4.0,40.48232670212962,4.0229853705016225,1002.5779285112517,-1.1602072911299677,70.97735789845846,10.631325841503777,333.43308605871914,2.467095352873991,0.47332398968754413,2.0,1.2334541755691122,5.9699381681997234,39.25478839763203,1.946952797698101,-1.2275383044975854,0
5.0,35.750939449857306,1.7591931425998206,1003.3738552973225,-2.4395031019828792,55.94576505443285,16.932503889790095,504.36176322199213,1.2543572734650612,0.5643380941531412,2.23606797749979,4.1306895763480105,2.6339089385550563,36.93185540918524,0.8747157959552356,1.1809159593279333,0
4.0,29.605529195048327,11.227597645131596,1005.7011498767853,0.8291354285580124,46.49542643966357,9.294473688827178,274.26239966810306,0.5923656194612343,0.25503894457867793,2.0,0.7706377425206893,5.614859495389651,27.756523861666686,-5.612738149741944,-1.8490053333816405,0
1.0,25.678570393727775,21.837171891925472,1002.5783389280006,-1.408045278896568,57.70285438145721,5.345158761526715,356.55022005522926,0.7250952796887372,0.41147930855046827,1.0,0.7526225559120318,21.259107147873337,25.521328462736538,-0.5780647440521349,-0.15724193099123696,0
1.0,12.40192762563666,0.0,1011.3881850401307,-0.28860557480167087,34.69070354659276,6.1845465790452625,360.19605388990107,1.1091683751617423,0.24990909048294216,1.0,0.1784894620333065,0.0,12.535792931263764,0.0,0.1338653056271042,0
1.0,27.905498003926457,28.54768444449666,999.5858116165024,2.3598170577190802,67.27935078963834,15.24132461032408,1834.642529992701,2.279600067425963,2.4686711669793704,1.0,3.596673779767638,27.25342505301287,27.648666838233947,-1.2942593914837914,-0.2568311656925104,0
6.0,26.88091877719048,4.597361513559028,1007.5457629285959,2.051396690627054,82.01848667586617,12.591870736498404,58.467135253441604,1.8590459851968415,0.09590771907520931,2.449489742783178,2.583092195765647,1.38719008101243,28.668307984284514,-3.2101714325465975,1.7873892070940336,0
3.0,31.537380263569943,10.476984634551371,1007.728794532632,-2.0402612171970143,98.0,6.784134541537778,203.87025982562847,1.1142835257150994,0.3995857092582318,1.7320508075688772,1.3841406597346175,6.90847727977016,31.36081480483941,-3.568507354781211,-0.17656545873053275,0
5.0,27.99961602466453,19.22405831441821,997.0406023192418,0.8608884864038409,45.14134299384587,18.05945969484705,848.7367955147553,1.373955921945939,0.7662623759565838,2.23606797749979,1.5547180921968045,24.668451956406397,26.444584116768457,5.444393641988189,-1.5550319078960726,0
9.0,26.917497113660836,3.553141021066933,1004.5743689871201,-3.6579974892081166,81.26844402711096,34.30048901036963,1304.0990715663554,8.336228174021652,2.1196420480679548,3.0,12.54711026785427,0.0,31.215803379976677,-3.553141021066933,4.298306266315841,0
2.0,17.433906951703065,17.619832235641773,1008.4063474592648,0.7611596516839736,52.27019397743824,14.776002642703347,1075.7408858736314,4.034991445312171,1.1245836954815194,1.4142135623730951,1.1246897024801554,17.048224171619538,10.218391617538927,-0.5716080640222359,-7.215515334164138,1
4.0,22.890209110524566,0.0,1009.3580039631174,-0.08421314375690431,44.687786779081776,9.515638440648264,42.92570097179817,1.9999284731931373,0.0383650914474068,2.0,0.0801341827941037,0.0,22.050872356321673,0.0,-0.8393367542028933,0
