init_date,valid_date,lead_time_days,region_id,region_name,zone,forecast_source,precip_forecast_mm,temp_forecast_degc,mslp_forecast_hpa,pressure_tendency_24h,rh_850_pct,wind_shear_850_200_ms,cape_j_kg,ensemble_spread,observation_source,verification_status,actual_precip_mm,actual_temp_degc,actual_mslp_hpa,rain_error_mm,abs_rain_error_mm,temp_error_degc,abs_temp_error_degc,mslp_error_hpa,abs_mslp_error_hpa,climatological_z_error,contingency_category,is_bust,bust_category,bust_trigger
2019-07-01 00:00,2019-07-07,6,IND-NW-PLN,Indo-Gangetic NW Plains,North,NOAA_GEFS_v12_2019070100,63.1,29.2,991.6,-2.5,74.0,16.8,1600.0,3.3,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.1,31.7,995.1,63.0,63.0,-2.5,2.5,-3.5,3.5,5.73,NOMINAL_ACCORD,1,CONFIRMED_BUST,Extreme Rain Error (63.0 mm >= 35.0 mm); Climatological Anomaly Exceeded (Z=5.73 >= 2.5)
2019-07-01 00:00,2019-07-08,7,IND-NW-PLN,Indo-Gangetic NW Plains,North,NOAA_GEFS_v12_2019070100,67.1,29.2,991.3,-2.5,75.5,17.6,1600.0,3.5,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.6,31.7,994.8,66.5,66.5,-2.5,2.5,-3.5,3.5,6.05,FALSE_ALARM_HEAVY,1,CONFIRMED_BUST,Catastrophic False Alarm (Fcst >= 64.5mm with Obs < 10mm); Extreme Rain Error (66.5 mm >= 35.0 mm); Climatological Anomaly Exceeded (Z=6.05 >= 2.5)
2019-07-01 00:00,2019-07-09,8,IND-NW-PLN,Indo-Gangetic NW Plains,North,NOAA_GEFS_v12_2019070100,0.0,30.5,995.3,-2.1,77.0,18.4,1190.0,2.08,ERA5_REANALYSIS_0.25DEG,VERIFIED,6.3,30.6,995.1,-6.3,6.3,-0.1,0.1,0.2,0.2,0.57,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-10,9,IND-NW-PLN,Indo-Gangetic NW Plains,North,NOAA_GEFS_v12_2019070100,0.5,29.4,994.1,-2.3,78.5,19.2,1245.0,2.24,ERA5_REANALYSIS_0.25DEG,VERIFIED,6.5,29.7,994.3,-6.0,6.0,-0.3,0.3,-0.2,0.2,0.55,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-11,10,IND-NW-PLN,Indo-Gangetic NW Plains,North,NOAA_GEFS_v12_2019070100,80.0,29.2,991.3,-2.5,80.0,20.0,1600.0,4.1,ERA5_REANALYSIS_0.25DEG,VERIFIED,3.0,31.7,994.8,77.0,77.0,-2.5,2.5,-3.5,3.5,7.0,FALSE_ALARM_HEAVY,1,CONFIRMED_BUST,Catastrophic False Alarm (Fcst >= 64.5mm with Obs < 10mm); Extreme Rain Error (77.0 mm >= 35.0 mm); Climatological Anomaly Exceeded (Z=7.0 >= 2.5)
2019-07-01 00:00,2019-07-02,1,IND-RAJ,Rajasthan (Arid & Semi-Arid),West,NOAA_GEFS_v12_2019070100,0.0,36.3,997.5,-0.7,66.5,12.8,805.0,0.96,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,35.7,998.6,0.0,0.0,0.6,0.6,-1.1,1.1,0.0,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-03,2,IND-RAJ,Rajasthan (Arid & Semi-Arid),West,NOAA_GEFS_v12_2019070100,3.0,35.0,997.7,-0.9,68.0,13.6,860.0,1.12,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,34.9,998.2,3.0,3.0,0.1,0.1,-0.5,0.5,0.4,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-04,3,IND-RAJ,Rajasthan (Arid & Semi-Arid),West,NOAA_GEFS_v12_2019070100,0.7,32.6,996.5,-1.1,69.5,14.4,915.0,1.28,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,34.4,996.7,0.7,0.7,-1.8,1.8,-0.2,0.2,0.09,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-05,4,IND-RAJ,Rajasthan (Arid & Semi-Arid),West,NOAA_GEFS_v12_2019070100,0.0,34.2,993.8,-1.3,71.0,15.2,970.0,1.44,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,33.2,994.9,0.0,0.0,1.0,1.0,-1.1,1.1,0.0,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-06,5,IND-RAJ,Rajasthan (Arid & Semi-Arid),West,NOAA_GEFS_v12_2019070100,59.5,32.0,990.8,-2.5,72.5,16.0,1600.0,3.1,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,34.5,994.3,59.5,59.5,-2.5,2.5,-3.5,3.5,7.93,NOMINAL_ACCORD,1,CONFIRMED_BUST,Extreme Rain Error (59.5 mm >= 35.0 mm); Climatological Anomaly Exceeded (Z=7.93 >= 2.5)
2019-07-01 00:00,2019-07-07,6,IND-RAJ,Rajasthan (Arid & Semi-Arid),West,NOAA_GEFS_v12_2019070100,63.0,31.8,992.5,-2.5,74.0,16.8,1600.0,3.3,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,34.3,996.0,63.0,63.0,-2.5,2.5,-3.5,3.5,8.4,NOMINAL_ACCORD,1,CONFIRMED_BUST,Extreme Rain Error (63.0 mm >= 35.0 mm); Climatological Anomaly Exceeded (Z=8.4 >= 2.5)
2019-07-01 00:00,2019-07-08,7,IND-RAJ,Rajasthan (Arid & Semi-Arid),West,NOAA_GEFS_v12_2019070100,66.5,31.7,992.7,-2.5,75.5,17.6,1600.0,3.5,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,34.2,996.2,66.5,66.5,-2.5,2.5,-3.5,3.5,8.87,FALSE_ALARM_HEAVY,1,CONFIRMED_BUST,Catastrophic False Alarm (Fcst >= 64.5mm with Obs < 10mm); Extreme Rain Error (66.5 mm >= 35.0 mm); Climatological Anomaly Exceeded (Z=8.87 >= 2.5)
2019-07-01 00:00,2019-07-09,8,IND-RAJ,Rajasthan (Arid & Semi-Arid),West,NOAA_GEFS_v12_2019070100,70.0,30.8,992.0,-2.5,77.0,18.4,1600.0,3.7,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,33.3,995.5,70.0,70.0,-2.5,2.5,-3.5,3.5,9.33,FALSE_ALARM_HEAVY,1,CONFIRMED_BUST,Catastrophic False Alarm (Fcst >= 64.5mm with Obs < 10mm); Extreme Rain Error (70.0 mm >= 35.0 mm); Climatological Anomaly Exceeded (Z=9.33 >= 2.5)
2019-07-01 00:00,2019-07-10,9,IND-RAJ,Rajasthan (Arid & Semi-Arid),West,NOAA_GEFS_v12_2019070100,73.5,30.5,992.4,-2.5,78.5,19.2,1600.0,3.9,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,33.0,995.9,73.5,73.5,-2.5,2.5,-3.5,3.5,9.8,FALSE_ALARM_HEAVY,1,CONFIRMED_BUST,Catastrophic False Alarm (Fcst >= 64.5mm with Obs < 10mm); Extreme Rain Error (73.5 mm >= 35.0 mm); Climatological Anomaly Exceeded (Z=9.8 >= 2.5)
2019-07-01 00:00,2019-07-11,10,IND-RAJ,Rajasthan (Arid & Semi-Arid),West,NOAA_GEFS_v12_2019070100,77.0,30.3,993.6,-2.5,80.0,20.0,1600.0,4.1,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,32.8,997.1,77.0,77.0,-2.5,2.5,-3.5,3.5,10.27,FALSE_ALARM_HEAVY,1,CONFIRMED_BUST,Catastrophic False Alarm (Fcst >= 64.5mm with Obs < 10mm); Extreme Rain Error (77.0 mm >= 35.0 mm); Climatological Anomaly Exceeded (Z=10.27 >= 2.5)
2019-07-01 00:00,2019-07-02,1,IND-GUJ,Gujarat & Saurashtra,West,NOAA_GEFS_v12_2019070100,1.4,32.2,1000.9,-0.7,66.5,12.8,805.0,0.96,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.6,31.3,1000.8,0.8,0.8,0.9,0.9,0.1,0.1,0.06,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-03,2,IND-GUJ,Gujarat & Saurashtra,West,NOAA_GEFS_v12_2019070100,0.4,31.4,1000.7,-0.9,68.0,13.6,860.0,1.12,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,30.6,1001.0,0.4,0.4,0.8,0.8,-0.3,0.3,0.03,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-04,3,IND-GUJ,Gujarat & Saurashtra,West,NOAA_GEFS_v12_2019070100,0.0,29.4,1000.1,-1.1,69.5,14.4,915.0,1.28,ERA5_REANALYSIS_0.25DEG,VERIFIED,1.9,29.5,1000.3,-1.9,1.9,-0.1,0.1,-0.2,0.2,0.14,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-05,4,IND-GUJ,Gujarat & Saurashtra,West,NOAA_GEFS_v12_2019070100,8.5,28.4,998.6,-1.3,71.0,15.2,970.0,1.44,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.8,30.2,997.9,7.7,7.7,-1.8,1.8,0.7,0.7,0.55,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-06,5,IND-GUJ,Gujarat & Saurashtra,West,NOAA_GEFS_v12_2019070100,0.0,30.6,996.9,-1.5,72.5,16.0,1025.0,1.6,ERA5_REANALYSIS_0.25DEG,VERIFIED,3.3,29.4,997.6,-3.3,3.3,1.2,1.2,-0.7,0.7,0.24,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-07,6,IND-GUJ,Gujarat & Saurashtra,West,NOAA_GEFS_v12_2019070100,0.0,31.1,998.8,-1.7,74.0,16.8,1080.0,1.76,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,31.5,998.7,0.0,0.0,-0.4,0.4,0.1,0.1,0.0,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-08,7,IND-GUJ,Gujarat & Saurashtra,West,NOAA_GEFS_v12_2019070100,3.1,30.1,1000.7,-1.9,75.5,17.6,1135.0,1.92,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.2,31.2,999.5,2.9,2.9,-1.1,1.1,1.2,1.2,0.21,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-09,8,IND-GUJ,Gujarat & Saurashtra,West,NOAA_GEFS_v12_2019070100,0.0,33.2,998.3,-2.1,77.0,18.4,1190.0,2.08,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,31.2,998.8,0.0,0.0,2.0,2.0,-0.5,0.5,0.0,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-10,9,IND-GUJ,Gujarat & Saurashtra,West,NOAA_GEFS_v12_2019070100,2.7,29.9,1000.0,-2.3,78.5,19.2,1245.0,2.24,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,31.4,999.5,2.7,2.7,-1.5,1.5,0.5,0.5,0.19,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-11,10,IND-GUJ,Gujarat & Saurashtra,West,NOAA_GEFS_v12_2019070100,0.3,32.2,1001.2,-2.5,80.0,20.0,1300.0,2.4,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.0,31.5,1001.2,0.3,0.3,0.7,0.7,0.0,0.0,0.02,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-02,1,IND-UP-BIH,Middle Gangetic Plains,East,NOAA_GEFS_v12_2019070100,1.9,32.7,997.0,-0.7,66.5,12.8,805.0,0.96,ERA5_REANALYSIS_0.25DEG,VERIFIED,1.3,31.9,996.8,0.6,0.6,0.8,0.8,0.2,0.2,0.04,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-03,2,IND-UP-BIH,Middle Gangetic Plains,East,NOAA_GEFS_v12_2019070100,0.0,31.9,999.1,-0.9,68.0,13.6,860.0,1.12,ERA5_REANALYSIS_0.25DEG,VERIFIED,1.8,31.6,996.9,-1.8,1.8,0.3,0.3,2.2,2.2,0.13,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-04,3,IND-UP-BIH,Middle Gangetic Plains,East,NOAA_GEFS_v12_2019070100,0.0,30.9,994.6,-1.1,69.5,14.4,915.0,1.28,ERA5_REANALYSIS_0.25DEG,VERIFIED,0.1,31.9,995.8,-0.1,0.1,-1.0,1.0,-1.2,1.2,0.01,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-05,4,IND-UP-BIH,Middle Gangetic Plains,East,NOAA_GEFS_v12_2019070100,0.0,32.0,994.9,-1.3,71.0,15.2,970.0,1.44,ERA5_REANALYSIS_0.25DEG,VERIFIED,7.7,31.6,993.9,-7.7,7.7,0.4,0.4,1.0,1.0,0.57,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-06,5,IND-UP-BIH,Middle Gangetic Plains,East,NOAA_GEFS_v12_2019070100,0.0,30.1,993.8,-1.5,72.5,16.0,1025.0,1.6,ERA5_REANALYSIS_0.25DEG,VERIFIED,1.6,31.0,993.4,-1.6,1.6,-0.9,0.9,0.4,0.4,0.12,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-07,6,IND-UP-BIH,Middle Gangetic Plains,East,NOAA_GEFS_v12_2019070100,36.4,28.3,993.1,-1.7,74.0,16.8,1080.0,1.76,ERA5_REANALYSIS_0.25DEG,VERIFIED,36.3,28.0,994.2,0.1,0.1,0.3,0.3,-1.1,1.1,0.01,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-08,7,IND-UP-BIH,Middle Gangetic Plains,East,NOAA_GEFS_v12_2019070100,13.8,29.7,998.2,-3.8,75.5,17.6,3040.0,3.48,ERA5_REANALYSIS_0.25DEG,VERIFIED,42.2,26.9,994.0,-28.4,28.4,2.8,2.8,4.2,4.2,2.1,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-09,8,IND-UP-BIH,Middle Gangetic Plains,East,NOAA_GEFS_v12_2019070100,20.6,29.7,998.6,-3.8,77.0,18.4,3160.0,3.9,ERA5_REANALYSIS_0.25DEG,VERIFIED,63.0,26.9,994.4,-42.4,42.4,2.8,2.8,4.2,4.2,3.14,HIT,1,CONFIRMED_BUST,Extreme Rain Error (42.4 mm >= 35.0 mm); Climatological Anomaly Exceeded (Z=3.14 >= 2.5)
2019-07-01 00:00,2019-07-10,9,IND-UP-BIH,Middle Gangetic Plains,East,NOAA_GEFS_v12_2019070100,16.0,29.7,997.8,-3.8,78.5,19.2,3280.0,4.32,ERA5_REANALYSIS_0.25DEG,VERIFIED,52.7,26.9,993.6,-36.7,36.7,2.8,2.8,4.2,4.2,2.72,HIT,1,CONFIRMED_BUST,Extreme Rain Error (36.7 mm >= 35.0 mm); Climatological Anomaly Exceeded (Z=2.72 >= 2.5)
2019-07-01 00:00,2019-07-11,10,IND-UP-BIH,Middle Gangetic Plains,East,NOAA_GEFS_v12_2019070100,21.4,29.6,1000.6,-3.8,80.0,20.0,3400.0,4.74,ERA5_REANALYSIS_0.25DEG,VERIFIED,82.1,26.8,996.4,-60.7,60.7,2.8,2.8,4.2,4.2,4.5,HIT,1,CONFIRMED_BUST,Extreme Rain Error (60.7 mm >= 35.0 mm); Climatological Anomaly Exceeded (Z=4.5 >= 2.5)
2019-07-01 00:00,2019-07-02,1,IND-NE,Northeast India,Northeast,NOAA_GEFS_v12_2019070100,0.4,28.9,1003.3,-0.7,66.5,12.8,805.0,0.96,ERA5_REANALYSIS_0.25DEG,VERIFIED,3.1,28.7,1001.9,-2.7,2.7,0.2,0.2,1.4,1.4,0.11,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-03,2,IND-NE,Northeast India,Northeast,NOAA_GEFS_v12_2019070100,3.7,28.3,1001.1,-0.9,68.0,13.6,860.0,1.12,ERA5_REANALYSIS_0.25DEG,VERIFIED,2.1,28.0,1001.2,1.6,1.6,0.3,0.3,-0.1,0.1,0.07,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-04,3,IND-NE,Northeast India,Northeast,NOAA_GEFS_v12_2019070100,7.1,28.8,1000.9,-1.1,69.5,14.4,915.0,1.28,ERA5_REANALYSIS_0.25DEG,VERIFIED,9.2,28.3,999.4,-2.1,2.1,0.5,0.5,1.5,1.5,0.09,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-05,4,IND-NE,Northeast India,Northeast,NOAA_GEFS_v12_2019070100,1.5,27.9,999.1,-1.3,71.0,15.2,970.0,1.44,ERA5_REANALYSIS_0.25DEG,VERIFIED,6.1,27.8,998.3,-4.6,4.6,0.1,0.1,0.8,0.8,0.19,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-06,5,IND-NE,Northeast India,Northeast,NOAA_GEFS_v12_2019070100,44.5,27.7,997.6,-1.5,72.5,16.0,1025.0,1.6,ERA5_REANALYSIS_0.25DEG,VERIFIED,37.4,27.4,998.2,7.1,7.1,0.3,0.3,-0.6,0.6,0.3,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-07,6,IND-NE,Northeast India,Northeast,NOAA_GEFS_v12_2019070100,9.7,27.2,998.1,-1.7,74.0,16.8,1080.0,1.76,ERA5_REANALYSIS_0.25DEG,VERIFIED,18.4,27.7,999.1,-8.7,8.7,-0.5,0.5,-1.0,1.0,0.36,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-08,7,IND-NE,Northeast India,Northeast,NOAA_GEFS_v12_2019070100,22.1,28.1,999.6,-1.9,75.5,17.6,1135.0,1.92,ERA5_REANALYSIS_0.25DEG,VERIFIED,20.8,26.7,1000.6,1.3,1.3,1.4,1.4,-1.0,1.0,0.05,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-09,8,IND-NE,Northeast India,Northeast,NOAA_GEFS_v12_2019070100,0.0,25.7,1001.5,-2.1,77.0,18.4,1190.0,2.08,ERA5_REANALYSIS_0.25DEG,VERIFIED,15.8,26.0,1000.5,-15.8,15.8,-0.3,0.3,1.0,1.0,0.66,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-10,9,IND-NE,Northeast India,Northeast,NOAA_GEFS_v12_2019070100,38.4,26.2,1000.6,-2.3,78.5,19.2,1245.0,2.24,ERA5_REANALYSIS_0.25DEG,VERIFIED,34.5,25.9,1000.0,3.9,3.9,0.3,0.3,0.6,0.6,0.16,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-11,10,IND-NE,Northeast India,Northeast,NOAA_GEFS_v12_2019070100,24.8,25.4,1003.2,-2.5,80.0,20.0,1300.0,2.4,ERA5_REANALYSIS_0.25DEG,VERIFIED,31.3,25.2,1001.9,-6.5,6.5,0.2,0.2,1.3,1.3,0.27,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-02,1,IND-WB-ODI,East Coast (Bengal & Odisha),East,NOAA_GEFS_v12_2019070100,30.1,26.2,996.7,-0.7,66.5,12.8,805.0,0.96,ERA5_REANALYSIS_0.25DEG,VERIFIED,24.5,26.4,996.2,5.6,5.6,-0.2,0.2,0.5,0.5,0.3,HIT,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-03,2,IND-WB-ODI,East Coast (Bengal & Odisha),East,NOAA_GEFS_v12_2019070100,3.4,26.8,998.8,-0.9,68.0,13.6,860.0,1.12,ERA5_REANALYSIS_0.25DEG,VERIFIED,3.7,27.0,999.0,-0.3,0.3,-0.2,0.2,-0.2,0.2,0.02,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
2019-07-01 00:00,2019-07-04,3,IND-WB-ODI,East Coast (Bengal & Odisha),East,NOAA_GEFS_v12_2019070100,1.5,26.5,1000.2,-1.1,69.5,14.4,915.0,1.28,ERA5_REANALYSIS_0.25DEG,VERIFIED,3.6,27.3,998.7,-2.1,2.1,-0.8,0.8,1.5,1.5,0.11,NOMINAL_ACCORD,0,NOMINAL,Within Acceptable Error Tolerance
